video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.535.785.970,Hoshimoshi111,mantappp 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 sungguh menggugah selera makan🤤🤤🤤,1,mantappp 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 sungguh menggugah selera makan,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.274.788.590,Rightnow-fs9vx,"Mantap bang , presiden pemikirannya masih di majapahit gini di pake 😅",0,"mantap bang , presiden pemikirannya masih di majapahit gini di pake",0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,FloodGwyneth-j6p,seru nich weton88 cair,1,seru nich weton88 cair,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,173.994.632.901.127,A10-h6u5c,Bang kenapa nama channel nya ga Karbidu FC?,0,bang nama channel nya ga karbidu fc ?,0
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,EdmundYousef-t4q,epic moment 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,epic moment 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.412.639.353.690,DajahWilder-q3g,𝐒𝐆𝐈𝟖𝟖 keren banget 😊,1,𝐒𝐆𝐈𝟖𝟖 keren banget,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.536.941.639.522,ADIPUTRA-nm6rr,Beli seblak,0,beli seblak,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.531.877.220,mnsabri9496,btw bapak nya siapa ?😢,0,btw nya ?,0
IlkUUwDFCiI,YAMAHA CRYPTON | Begini Rasanya Bila Yamaha Buat Motor Bebek 4 Tak | Motomobi Used Bike,Motomobi,2025-03-21 13:00:27+00:00,Muhaimind1iar,"𝐃𝑂𝑅𝘼𝟩𝟳 bikin lupa duniawi , hiburan !",1,"𝐃𝑂𝑅𝘼𝟩𝟳 bikin lupa duniawi , hiburan !",1
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.744.991.997.828.540,Gaming_daku100,"Gak masuk akal, tapi Pulauwin bikin penasaran.",0,"gak masuk akal , tapi pulauwin bikin penasaran .",0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.046.349.690,Manunggaling_Kawulo_Gusti,50juta dikantongin doang.. (tim mendang mending) 😂,0,50juta dikantongin doang .. ( tim mendang mending ),0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,maryadikunthara,emang gak se-fair alexis17 deh .,1,emang gak se-fair alexis17 deh .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.555.684.960,OzgurErem-x5s,✦𝐦𝐚𝐧𝐮𝐭𝟖𝟖✦ sekali ngasih petir dapet nmax cok,1,✦𝐦𝐚𝐧𝐮𝐭𝟖𝟖✦ ngasih petir dapet nmax cok,1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,LillyMathewsansen-i5x,"𝗪𝗘𝗧𝗢𝗡𝟴𝟴 maen santai aja , tetep wedey jutaan",1,"𝗪𝗘𝗧𝗢𝗡𝟴𝟴 maen santai aja , tetep wedey jutaan",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.265.863.690,massuhada5461,@timeok97  pembenci trus akan membenci wkwkw cape deh,0,pembenci trus akan membenci wkwkw cape deh,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,himawannajmudin-p5n,"hasil alexis17 , bangga , beralih tukang koran bos warung .",1,"hasil alexis17 , bangga , beralih tukang koran bos warung .",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.281.326.710,enalsyah,Semangat KK argumen KK Bagus🎉🎉🎉🎉,0,semangat kk argumen kk bagus,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.169.132.590,gila_pancing,s15 vr38dett dong .... Aghh gila,0,s15 vr38dett .... aghh gila,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.336.553.000,KonuralpAyse,TERIMAKASIH mandalika77,1,terimakasih mandalika77,1
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,pradanagarang,"alexis17 jp , nanti-nanti",1,"alexis17 jp , nanti-nanti",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.553.813.604,sofansofyan5935,"Berbeda dan mahal, yang menang tetap brziko terkerenParah, 🔥",0,"berbeda mahal , menang brziko terkerenparah ,",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.616.759.587,ramm26,Lamborghini dengan bodykit Liberty Walk😍,0,lamborghini bodykit liberty walk,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.959.966.230.179,hendrabiroe8009,Mantap bang keren👍👍👍sukses selalu,0,mantap bang kerensukses,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.978.731.509.310,someone97508,"harganya 300 rb an untuk yg fans, pasti pada kagak beli kW sih",0,"harganya 300 rb an yg fans , kagak beli kw sih",0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,174.001.472.737.628,PapaGroove92,Di greentex ya bang Bimo 😁,0,greentex ya bang bimo,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.415.842.211.750,nuratnaprasetya4762,MD BTP 2029 cocok ini,0,md btp 2029 cocok ini,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.430.571.108,satyapararaton3197,Auuuuu!!!,0,auuuuu ! ! !,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.793.440.660,AndiSubagio-f6s,Gue rela ninggalin nonton drakor demi fokus di ALEXIS⭐17⭐.,1,gue rela ninggalin nonton drakor demi fokus di alexis17 .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.539.939.690,LalapowKIDZ,kirain hari jumat karna garasi drift upload wkwkwkwk,0,kirain jumat karna garasi drift upload wkwkwkwk,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.277.016.480,abdimanaf6516,SUMPAH BENER-BENR GA EXPECT SAMA JAWABAN BELIAU YANG NGELANTUR BANGET,0,sumpah bener-benr ga expect sama jawaban beliau yang ngelantur banget,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.326.682.390,fishybrad, @AnggoroDps_9 wwkwk jadi buzzer sumbangsih?,0,wwkwk jadi buzzer sumbangsih ?,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.331.278.710,PangeranKunyuk,Jum'at gak ada Upload,0,jum'at gak upload,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.178.070,SatriaDiwangga,Gas brziko mesinnya di upgrade lagi bg,0,gas brziko mesinnya upgrade bg,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.977.780,MARIOBAHAR69,11:16 yg warna hitam cakep bng😊,0,11:16 yg warna hitam cakep bng,0
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,OrnellaElvina,banget dapet sketer,1,banget dapet sketer,1
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,alexislink-e2p,kebangkitan cuan 𝗦𝗚𝗜𝟴𝟴,1,kebangkitan cuan 𝗦𝗚𝗜𝟴𝟴,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.160.110.770,wisnusetyanugraha2975,Drift di gunung iwaki kapan bang?,0,drift gunung iwaki bang ?,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,BellaSaputra-r1t,"gaes , 𝘼𝙇𝙀𝙓𝙄𝙎17 tuh kayak cheat code urusan ginian . !",1,"gaes , 𝘼𝙇𝙀𝙓𝙄𝙎17 tuh kayak cheat code urusan ginian . !",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,EkoNugroho-y9l,"kalo coding , 𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya .",1,"kalo coding , 𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya .",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.272.702.670,Entitas111,"​ @terangterusyuk haha pengkhayal yoo, pengkhayal Indonesia (c)emas 2045",0,"​ haha pengkhayal yoo , pengkhayal indonesia ( c ) emas 2045",0
J2_Egvu2QII,"GAK SAMPAI 600JT, DAPET MOBIL PHEV: JAECOO J7",Ridwan Hanif,1.740.053.402.373.470,DARIOBeaulieu,"Ｍandalika𝟳𝟳 aku cba maen, malah jekpot gede",1,"ｍandalika𝟳𝟳 cba maen , jekpot gede",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.911.952.317.590,Lavierimulliqi-v5t,"𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 gacor, mekswin terus",1,"𝘋𝐄𝘞𝐀𝐃o𝐑𝘈 gacor , mekswin",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.376.641.576.420,derries_,di universe lain iphone masih dengan dynamic tompelnya 😂,0,di universe lain iphone masih dengan dynamic tompelnya,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.415.843.915.110,yoshikudo2487,"Saya kira pak Ahok cuma hologram, ternyata beneran 😂",0,"saya kira pak ahok cuma hologram , ternyata beneran",0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.525.035.829.107,mirandadalimunthe6262,Kesini hanya untuk dislike. Tidak ada nilai pentinkkk nya hahaha😅,0,kesini hanya untuk dislike . tidak ada nilai pentinkkk nya hahaha,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.438.715.316.938,wira.ahligizi3393,4 Sehat 5 Sempurna? Are you serious?,0,4 sehat 5 sempurna ? are you serious ?,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.408.744.292.580,dindajihan3578,Saya bantu dislike ya bang😂,0,saya bantu dislike ya bang,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.340.372.211.020,ingestirara7538,Trus langkah kongkretnya apaan bang? Hadehh,0,trus langkah kongkretnya apaan bang ? hadehh,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,baktipurnama-d4b,"alexis17 ! bikin gue sultan sebulan , modal 100rb",1,"alexis17 ! bikin gue sultan sebulan , modal 100rb",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.541.223.556.019,herlindawardhani6795,Kocak bgt eps ini ahahahaa,0,kocak bgt eps ini ahahahaa,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.673.890.790,lonewolf-1011,Keren parahhhhh!! Jualin dong bodykitnya masss,0,keren parahhhhh ! ! jualin bodykitnya masss,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.344.239.837.920,ariss4820,nonton ini pake huawei mate xt 🎉,0,nonton ini pake huawei mate xt,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,Ekof90hL,d 𝙊 𝐑 a 𝟳 𝟽 bener-bener gachor,1,d 𝙊 𝐑 a 𝟳 𝟽 bener-bener gachor,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.272.230.940,SYLMenTan,Ya waktu debat sama anis juga kan ngaco dan ngawur mulu pas anis nanya,0,ya waktu debat sama anis juga kan ngaco dan ngawur mulu pas anis nanya,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.770.385.150,monifabatrisyia3014,Ditunggu kehadiran nya di kampus2 buat diskusi sama anak2 mahasiswa,0,ditunggu kehadiran nya di kampus2 buat diskusi sama anak2 mahasiswa,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,NisaSetiawan-u6w,"gue 𝘼𝙇𝙀𝙓𝙄𝙎17 aja , . gila ?",1,"gue 𝘼𝙇𝙀𝙓𝙄𝙎17 aja , . gila ?",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.405.420.462.820,Boernot,K-touch yg ada fitur teve. 😂,0,k-touch yg ada fitur teve .,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.363.688.390,nuralamsyahalamsyah5734,"jawabanne piye tou....🤦🤔🤔🤔🤔🤔
eman² kuotaku nonton iki..👎",0,jawabanne piye tou .... eman² kuotaku nonton iki ..,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.555.299.960,Sigay989,Crostrek kami manaaaa???,0,crostrek manaaaa ? ? ?,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.394.378.623.500,deusvultindonesia994,Prabroro Ompong,0,prabroro ompong,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.419.610.044.790,ricosatriopringgodani1974,Ini baru top...narsum tanpa kepentingan diri,0,ini baru top ... narsum tanpa kepentingan diri,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.394.247.610.970,eirnxxmusic,Btw gausah pakai timer ga fokus ke timer juga lagian,0,btw gausah pakai timer ga fokus ke timer juga lagian,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,kmsgudel,bagus pengusaha cuan cuan cuan bensin skrng mahal operasional bisnis,0,bagus pengusaha cuan cuan cuan bensin skrng mahal operasional bisnis,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.387.157.114.210,vanadiayo7096,Bandara swasta itu berbahaya bagi kedaulatan ga siy? 🤔,0,bandara swasta itu berbahaya bagi kedaulatan ga siy ?,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.788.579.910,NovitaSari-n9n,gua sih udah anggep ALEXIS-17☯ kaya ATM pribadi aja,1,gua sih udah anggep alexis-17 kaya atm pribadi aja,1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,173.968.789.502.346,SMnocommentary,31:28 iklan mobil gorengan dibelakang hummer 😂,0,31:28 iklan mobil gorengan dibelakang hummer,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.347.845.846.540,yusaq47,MINGGIR LU MISKIN🗣️🗣️🗣️🗣️🔥🔥🔥🔥🔥,0,minggir lu miskin,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.362.236.614.290,Rizky-z6z,Ditunggu para flagship mode ultra,0,ditunggu para flagship mode ultra,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.972.224.131.130,godelogicly,Mending spresso dibanding vf siih,0,mending spresso dibanding vf siih,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.774.293.322.200,mrpagi9784,"pilar di grill ada 6 berisi font logo hummer, rongganya yg tetap 7",0,"pilar grill 6 berisi font logo hummer , rongganya yg 7",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.712.220,achmadanugerahrosadi9689,uhuyy FAFFADA,0,uhuyy faffada,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.470.040,rxzalz,"Menurutku sih yang sekarang udah poll, simple tapi elegan sangar",0,"menurutku sih udah poll , simple elegan sangar",0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.767.162.760,merylnatania,TURUT BERDUKA CITA ..  'Inna lillahi wa inna ilayhi raji'un'...,0,turut berduka cita .. 'inna lillahi wa inna ilayhi raji'un ' ...,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.539.064.663.261,rckyrm,Bang tertarik jadi ketua IA-ITB ga,0,bang tertarik jadi ketua ia-itb ga,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.365.546.711.680,novaabadi5783,"Ha ha ha..,",0,"ha ha ha .. ,",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.394.236.683.690,arilu8239,strategi gitu anak gw kelas 1 SD udah gw ajarin happy banget dia...,0,strategi gitu anak gw kelas 1 sd udah gw ajarin happy banget dia ...,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.022.028.100,najmuddinnajam6667s,Najis HP murah akwkakw​ @ZOE-TW ,0,najis hp murah akwkakw​ -tw,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.553.593.420,randufelian9731,Lagi bnyak stok konten kaynya,0,bnyak stok konten kaynya,0
hEGVZ5y4oGI,Kenapa Honda Brio Bisa Laku ?? | Apa Cuman Karena Murah ??,FUSE BOX,1.745.483.307.607.380,NurAnggraini-x5q,Awalnya iseng coba ehh lama2 ketagihan di ⭐𝘼𝙇𝙀𝙓𝙄𝙎17,1,awalnya iseng coba ehh lama2 ketagihan di 𝘼𝙇𝙀𝙓𝙄𝙎17,1
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,YulianaNurhayati-s1o,"main santai , menang . 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 emang beda .",1,"main santai , menang . 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 emang beda .",1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.892.657.080,GloriasGood-g7t,"CS ramah, proses gampang, pokoknya oke",1,"cs ramah , proses gampang , pokoknya oke",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.748.072.570,Hehe-k4i,Uhuiiiiiiiiii,0,uhuiiiiiiiiii,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,dimazprayoga-v7s,"eh bro , alexis17 , event spesial nih , hadiahnya investasi properti",1,"eh bro , alexis17 , event spesial nih , hadiahnya investasi properti",1
J2_Egvu2QII,"GAK SAMPAI 600JT, DAPET MOBIL PHEV: JAECOO J7",Ridwan Hanif,1.740.051.120.664.880,jemmysantoso6909,Phev shs cuma ada FWD,0,phev shs fwd,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.372.783.235.150,retnowulandari1637,Hoooo....cariin kerjaan dong?bapak saya bukan presiden soalnya,0,hoooo .... cariin kerjaan dong ? bapak saya bukan presiden soalnya,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.169.136.250,CathernPerkins,IYA EMG MANTAP BRO P U L A U 7 7 7 LGSG CARI AZ,1,iya emg mantap bro p u l a u 7 7 7 lgsg cari az,1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,cakrawalayudhistira,"kenal alexis17 , gue tabungan .",1,"kenal alexis17 , gue tabungan .",1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.900.255.380,aryocountryboy,Sekilas malah mirip FJ,0,sekilas fj,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.394.204.655.050,ariepashter8078,"bisa....
bisa Runner up",0,bisa .... bisa runner up,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,widodogamblang,"alexis'17 gua coba bentar , saldo langsung 2x lipat",1,"alexis'17 gua coba bentar , saldo langsung 2x lipat",1
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.027.294.010,EloisSpring,"Jakpot besar tiap main di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, bener-bener puas banget!",1,"jakpot main m𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 , bener-bener puas banget !",1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,ganepwahyudin,muncul medsos alexis17 !,1,muncul medsos alexis17 !,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.168.374.870,okikchihoi4258,Mas ziko modifikasi mtor RX.KING 😂😂,0,mas ziko modifikasi mtor rx.king,0
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,Aqua_Cdid,ngeri euy spionnya kayak copot,0,ngeri euy spionnya kayak copot,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.248.270,NICKHoppe-h3h,Tanggung jawab lah GA RU DA HO KI.udah bikin candu😳,1,tanggung ga ru da ho ki.udah bikin candu,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.022.343.700,camperer,"Kenapa ada ganjar weh, hapus hapus :v",0,"kenapa ada ganjar weh , hapus hapus : v",0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,BaraBeren9dq,"yo apik tenan iki , gampang banget dapetnya",1,"yo apik tenan iki , gampang banget dapetnya",1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,173.968.789.331.954,papahsuper777,"Mudah mudahan taun depan saya bisa beli,, amin ya Allah... 😅😊",0,"mudah mudahan taun beli , , amin ya allah ...",0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.329.819.890,SHELDONBruno-h9s,Dah ah tobat gk maenGaruda-hoki lg abis maxwin soalnya🤣,1,dah ah tobat gk maengaruda-hoki lg abis maxwin,1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.893.320.870,tawakaladethabraniginting8187,Koleksi hummer pak bamsoet pasti bakalan beli nih mobil,0,koleksi hummer bamsoet beli nih mobil,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,adeabimanyu,emang gak se-trusted alexis17 sih .,1,emang gak se-trusted alexis17 sih .,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.412.378.087.150,Tylertheentertainment,Timothy ahh vidio,0,timothy ahh vidio,0
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,RahulRahul-nc6sq,temen-temen pindah pawpaw4d seru !,1,temen-temen pindah pawpaw4d seru !,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.426.847.409,retnasyamsiah2210,"Pasti akan membuang² waktu, tenaga, pikiran, biaya utk mewawancarai😅",0,"pasti akan membuang² waktu , tenaga , pikiran , biaya utk mewawancarai",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.161.910,RsiegelVincent-j5m,Semoga rezeki dari 𝘋𝘖RA𝟽7 membawa kebaikan bagi semua! 😊 😇,1,semoga rezeki 𝘋𝘖ra𝟽7 membawa kebaikan !,1
